transaction_id,customer_id,transaction_datetime,transaction_amount,merchant_id,merchant_category,payment_method,customer_age,customer_gender,customer_location,device_type,is_international,account_balance_before,account_balance_after,failed_transaction_count_24h,average_transaction_amount_7d,ip_risk_score,browser_type,transaction_type,account_type,loan_active_flag,credit_score,monthly_income,previous_fraud_count,transaction_hour,is_fraud
TXN_010305,CUST_2953,2025-03-05 22:54:12,897.58,M523,Food,Credit Card,39.0,Male,Bangalore,Tablet,0.07911960308244484,63451.41,62553.83,0,1257.74,0.678,Opera,Online,Savings,0,813.0,57188.23,0,22,0
TXN_015808,CUST_5455,2024-02-19 16:53:33,5162.43,M302,Travel,NetBanking,45.0,Female,Hyderabad,Tablet,1.0,71696.67,66534.24,0,3211.34,0.343,Chrome,Online,Savings,1,723.0,88143.81,1,16,0
TXN_000324,CUST_1058,2025-09-05 12:53:12,985.24,M163,Food,Wallet,52.0,Male,Delhi,Desktop,0.0,47081.14,46095.9,1,2022.13,0.883,Chrome,ATM,Credit,1,607.0,36639.88,0,12,0
TXN_010485,CUST_1870,2024-10-06 05:20:55,152.14,M450,Electronics,NetBanking,55.0,Female,Delhi,Mobile,0.0,31587.75,31435.61,1,2050.07,0.691,Edge,POS,Current,1,751.0,63740.65,0,5,0
TXN_002865,CUST_7895,2024-01-25 22:15:04,1721.37,M796,Travel,Wallet,63.0,Male,Mumbai,Desktop,0.0,65019.49,63298.12,0,4546.59,0.493,Firefox,POS,Credit,0,692.0,83197.01,0,22,0
TXN_005568,CUST_5532,2024-03-03 08:24:54,3876.52,M600,Electronics,Credit Card,44.0,Male,Mumbai,Desktop,0.0,42274.82,38398.3,1,1885.39,0.771,Chrome,ATM,Credit,1,776.0,20647.72,0,8,0
TXN_000617,CUST_3506,2023-02-17 01:06:46,189.07,M607,Grocery,Debit Card,32.0,Other,Mumbai,Tablet,0.0,36527.32,36338.25,0,2705.11,0.504189027931781,Safari,Online,Savings,0,605.0,60621.75,0,1,0
TXN_007063,CUST_7791,2023-11-08 21:20:18,3391.18,M130,Food,Wallet,29.0,Female,Chennai,Tablet,1.0,59202.87,47099.92270107663,2,2251.11,0.36,Safari,Online,Savings,0,569.0,25764.35,0,21,0
TXN_013372,CUST_4023,2025-01-01 23:32:39,851.65,M992,Fashion,NetBanking,42.0,Other,Kolkata,Mobile,0.0,78509.55,77657.9,1,1634.34,0.273,Firefox,Online,Current,0,616.0,43926.49,0,23,0
TXN_000018,CUST_3759,2023-08-29 13:43:18,1720.49,M548,Grocery,Debit Card,51.0,Male,Bangalore,Desktop,0.0,21796.66,20076.17,2,3294.5,0.024,Edge,POS,Savings,1,550.0,34278.01,0,13,0
TXN_007968,CUST_2029,2024-08-30 08:52:36,100.05,M744,Food,Wallet,51.0,Female,Mumbai,Tablet,0.0,36986.31,36886.26,2,1287.69,0.504189027931781,Firefox,POS,Savings,0,667.0,45898.25,0,8,0
TXN_018692,CUST_1131,2024-08-21 15:29:30,3677.39,M306,Fuel,NetBanking,41.0,Male,Hyderabad,Desktop,0.0,34148.03,30470.64,0,1775.21,0.199,Safari,Online,Credit,0,672.0,66257.54,0,15,0
TXN_003151,CUST_3946,2025-07-07 15:26:21,2984.76,M637,Travel,Debit Card,68.0,Female,Mumbai,Tablet,0.0,26525.74,23540.98,1,713.28,0.048,Firefox,Online,Credit,0,668.0,49550.75,0,15,0
TXN_012647,CUST_6273,2025-02-13 06:24:28,543.2,M312,Food,Wallet,37.0,Female,Mumbai,Mobile,0.0,67146.96,66603.76,2,814.49,0.123,Safari,POS,Credit,1,480.0,47991.7,0,6,0
TXN_010128,CUST_2527,2024-12-08 14:06:23,5627.7,M613,Travel,UPI,36.0,Female,Bangalore,Tablet,0.0,42973.42,37345.72,1,1602.08,0.579,Opera,POS,Credit,0,621.0,49871.47,0,14,0
TXN_010754,CUST_5913,2024-03-21 23:08:08,3160.94,M641,Grocery,Debit Card,51.0,Female,Bangalore,Desktop,0.0,30980.14,27819.2,1,1366.06,0.547,Firefox,ATM,Savings,0,650.0,68992.03,0,23,0
TXN_002889,CUST_5546,2024-04-10 16:35:54,4996.1,M397,Travel,Credit Card,24.0,Other,Chennai,Mobile,0.0,19613.59,14617.49,2,1677.84,0.453,Firefox,Online,Credit,0,797.0,34138.88,0,16,0
TXN_008026,CUST_1201,2024-09-15 19:24:42,1563.04,M237,Electronics,Debit Card,37.0,Male,Mumbai,Desktop,0.0,58167.16,56604.12,0,2269.92,0.092,Firefox,Online,Credit,0,528.0,30164.84,1,19,0
TXN_003953,CUST_9370,2024-03-13 07:40:22,11029.74,M815,Electronics,UPI,25.0,Other,Hyderabad,Mobile,0.0,32221.52,21191.78,1,1709.55,0.165,Opera,ATM,Savings,0,597.0,71857.23,0,7,0
TXN_010897,CUST_6768,2025-07-01 14:55:10,205.38,M523,Travel,UPI,30.0,Male,Chennai,Tablet,0.07911960308244484,48081.15,47099.92270107663,0,2074.7,0.617,Chrome,Online,Current,0,850.0,72442.37,0,14,0
TXN_016896,CUST_2854,2024-07-06 17:17:29,3252.61,M830,Travel,Debit Card,40.0,Male,Chennai,Mobile,0.0,44666.17,41413.56,1,2903.36,0.504189027931781,Opera,POS,Current,0,816.0,48152.82,1,17,0
TXN_019790,CUST_8578,2024-04-24 09:43:41,2835.85,M311,Fashion,NetBanking,57.0,Male,Bangalore,Tablet,0.0,53124.14,50288.29,2,2686.78,0.504189027931781,Firefox,POS,Current,1,569.0,57113.57,1,9,0
TXN_000018,CUST_2377,2024-01-20 14:29:57,3915.83,M398,Food,Wallet,52.0,Other,Hyderabad,Mobile,0.0,38961.79,47099.92270107663,1,2302.55,0.504189027931781,Firefox,Online,Credit,0,632.0,78370.88,0,14,0
TXN_001525,CUST_8489,2024-07-17 22:19:23,1995.85,M463,Fashion,Credit Card,36.0,Other,Delhi,Tablet,0.07911960308244484,24084.99,22089.14,1,4320.64,0.771,Edge,POS,Current,0,688.0,62699.6,0,22,0
TXN_019332,CUST_8955,2023-10-25 01:55:05,5888.25,M998,Electronics,Wallet,23.0,Other,Chennai,Mobile,1.0,38605.34,32717.09,1,2121.86,0.704,Firefox,Online,Savings,0,721.0,104580.69,0,1,0
TXN_004323,CUST_4315,2024-04-05 18:00:24,3346.52,M304,Electronics,Wallet,61.0,Other,Chennai,Desktop,0.07911960308244484,7542.73,4196.21,3,2916.39,0.333,Chrome,Online,Credit,0,722.0,62091.31,0,18,0
TXN_002888,CUST_3501,2023-09-25 20:51:44,1579.91,M174,Food,UPI,29.0,Other,Bangalore,Desktop,0.0,24270.75,22690.84,2,2544.02,0.394,Chrome,POS,Savings,0,620.0,66209.81,1,20,0
TXN_001431,CUST_9843,2023-04-05 16:44:06,1819.48,M713,Electronics,NetBanking,27.0,Male,Hyderabad,Desktop,0.0,39156.78,37337.3,1,3109.94,0.451,Edge,POS,Credit,0,741.0,79646.43,0,16,0
TXN_001674,CUST_4279,2023-05-17 21:04:31,4918.54,M982,Fashion,UPI,41.0,Male,Delhi,Tablet,0.0,42047.18,37128.64,1,3243.72,0.504189027931781,Opera,ATM,Savings,0,492.0,77342.72,0,21,0
TXN_009149,CUST_3090,2025-08-18 11:16:06,1578.82,M542,Electronics,Debit Card,24.0,Male,Mumbai,Mobile,0.0,66877.3,65298.48,1,2205.5,0.504189027931781,Opera,POS,Savings,0,591.0,68601.79,1,11,0
TXN_000082,CUST_6155,2024-11-24 15:13:48,2928.9,M267,Electronics,Wallet,64.0,Female,Hyderabad,Desktop,0.0,54215.74,51286.84,3,3255.78,0.076,Opera,Online,Credit,1,746.0,48217.92,1,15,0
TXN_004019,CUST_9691,2024-08-04 16:50:12,1058.42,M604,Food,Wallet,58.0,Female,Hyderabad,Desktop,0.0,46954.94,45896.52,2,1986.7,0.504189027931781,Edge,Online,Savings,0,724.0,61787.91,0,16,0
TXN_000851,CUST_4681,2023-07-08 19:15:37,208.3,M610,Electronics,UPI,67.0,Other,Chennai,Tablet,0.0,414.43,206.13,0,3316.01,0.912,Safari,ATM,Savings,0,701.0,44220.58,0,19,0
TXN_005878,CUST_9704,2024-08-17 15:07:54,3319.34,M583,Food,Wallet,48.0,Female,Hyderabad,Desktop,0.07911960308244484,3480.68,47099.92270107663,1,1753.67,0.83,Opera,Online,Savings,0,690.0,15328.43,0,15,0
TXN_013851,CUST_6454,2024-10-21 11:27:34,451.67,M354,Fashion,UPI,41.0,Female,Hyderabad,Tablet,0.0,43051.34,42599.67,4,1961.71,0.387,Chrome,ATM,Credit,0,697.0,87775.39,1,11,0
TXN_008499,CUST_4502,2025-07-22 12:39:23,559.5,M122,Fashion,Credit Card,43.59759315950596,Male,Mumbai,Mobile,0.0,14786.77,14227.27,1,4532.15,0.428,Opera,Online,Current,0,646.0,34013.11,0,12,0
TXN_016879,CUST_9022,2024-11-19 21:44:56,773.6,M273,Food,Debit Card,58.0,Other,Mumbai,Mobile,0.0,54965.02,54191.42,0,1290.74,0.878,Chrome,POS,Current,1,719.0,47971.45,0,21,0
TXN_003132,CUST_5583,2024-05-16 13:01:28,5194.54,M959,Fuel,Wallet,31.0,Other,Bangalore,Tablet,0.0,64836.73,47099.92270107663,2,3864.71,0.254,Firefox,Online,Credit,0,716.0,62498.6,0,13,0
TXN_010013,CUST_1597,2025-06-09 03:21:34,7885.36,M262,Food,Wallet,23.0,Female,Bangalore,Desktop,0.0,22188.04,14302.68,2,4262.2,0.045,Firefox,POS,Savings,0,562.0,99205.51,0,3,0
TXN_014380,CUST_5455,2024-06-12 15:49:06,108.84,M361,Food,Debit Card,58.0,Male,Bangalore,Mobile,0.0,47841.73,47732.89,0,3316.21,0.358,Opera,Online,Savings,0,690.0,83608.38,0,15,0
TXN_013272,CUST_9496,2024-10-11 21:57:25,1187.23,M838,Electronics,UPI,43.59759315950596,Female,Hyderabad,Mobile,0.0,34100.58,32913.35,2,3004.49,0.65,Safari,ATM,Savings,1,681.0,74682.73,0,21,0
TXN_010575,CUST_9156,2023-03-28 01:32:32,7091.85,M886,Travel,NetBanking,57.0,Male,Bangalore,Desktop,0.0,67290.0,60198.15,1,2905.87,0.362,Edge,ATM,Savings,0,590.0,49501.4,0,1,0
TXN_007289,CUST_4673,2025-05-21 18:14:14,8894.16,M916,Grocery,NetBanking,62.0,Other,Mumbai,Desktop,0.0,87999.04,79104.88,1,2256.33,0.313,Opera,POS,Savings,0,663.0,103948.8,0,18,0
TXN_000018,CUST_6388,2025-09-15 10:31:01,1779.0,M364,Fuel,UPI,60.0,Other,Delhi,Desktop,1.0,57730.23,55951.23,2,2214.3,0.559,Firefox,Online,Current,0,737.0,33789.04,1,10,0
TXN_001545,CUST_9618,2024-11-17 00:39:57,9884.59,M182,Grocery,Wallet,43.59759315950596,Other,Bangalore,Mobile,0.0,16658.55,6773.96,3,3162.98,0.826,Chrome,ATM,Savings,0,764.0,44902.51,0,0,0
TXN_008609,CUST_5079,2023-04-23 00:07:11,3067.05,M867,Food,Debit Card,68.0,Female,Hyderabad,Tablet,1.0,80481.61,77414.56,1,2631.06,0.221,Safari,POS,Savings,0,704.0,66168.85,1,0,0
TXN_014239,CUST_1385,2025-05-20 12:01:10,2138.68,M324,Food,UPI,43.0,Male,Mumbai,Tablet,0.0,67438.61,65299.93,3,4468.74,0.606,Opera,ATM,Credit,0,559.0,69191.4,1,12,0
TXN_001034,CUST_9791,2025-03-01 22:23:42,385.43,M736,Food,Wallet,31.0,Other,Mumbai,Tablet,0.0,6365.41,5979.98,2,2368.84,0.969,Opera,POS,Savings,0,751.0,49393.51,0,22,0
TXN_006709,CUST_2060,2024-03-13 19:28:02,3249.39,M714,Electronics,UPI,68.0,Female,Bangalore,Tablet,0.0,41710.2,38460.81,0,2736.99,0.34,Chrome,Online,Savings,0,623.0,47876.36,0,19,0
TXN_009541,CUST_4031,2025-06-09 17:21:50,620.09,M808,Fuel,Credit Card,68.0,Male,Chennai,Mobile,0.0,29930.8,29310.71,1,3325.49,0.146,Chrome,Online,Current,0,597.0,98267.44,0,17,0
TXN_007208,CUST_5469,2023-09-20 13:04:40,1565.84,M347,Fuel,UPI,29.0,Female,Delhi,Mobile,0.0,67151.53,65585.69,2,1618.62,0.421,Chrome,Online,Savings,1,597.0,51116.16,0,13,0
TXN_002304,CUST_7114,2025-06-27 00:15:59,1042.25,M799,Grocery,Debit Card,44.0,Male,Hyderabad,Tablet,0.0,51680.56,50638.31,1,2300.73,0.839,Safari,ATM,Current,0,778.0,44398.67,0,0,0
TXN_013098,CUST_4804,2025-06-15 03:27:30,168.2,M795,Travel,Debit Card,18.0,Male,Delhi,Mobile,0.0,23583.95,23415.75,0,2945.21,0.846,Firefox,ATM,Savings,0,654.0,69792.57,1,3,0
TXN_017545,CUST_7471,2025-09-10 11:58:36,1824.84,M977,Grocery,UPI,39.0,Male,Mumbai,Tablet,0.07911960308244484,65321.22,63496.38,0,2955.83,0.384,Chrome,Online,Credit,0,803.0,58289.0,0,11,0
TXN_009055,CUST_9510,2023-05-16 09:24:44,2570.88,M739,Fuel,Debit Card,47.0,Other,Kolkata,Mobile,0.0,73988.46,71417.58,1,2686.97,0.798,Opera,ATM,Savings,1,577.0,51524.87,0,9,0
TXN_006504,CUST_5303,2023-08-11 03:13:20,30.06,M980,Electronics,Credit Card,25.0,Female,Mumbai,Desktop,0.0,59318.9,59288.84,1,3462.08,0.927,Opera,ATM,Current,1,586.0,49040.69,0,3,0
TXN_005104,CUST_6254,2023-04-23 10:10:07,1212.32,M150,Travel,Credit Card,59.0,Female,Bangalore,Desktop,0.0,64486.73,63274.41,3,3214.35,0.791,Safari,POS,Current,1,675.0,82249.18,0,10,0
TXN_019767,CUST_4551,2025-07-26 10:31:15,1505.36,M507,Travel,NetBanking,56.0,Male,Delhi,Tablet,0.0,62599.82,61094.46,1,2735.99,0.351,Firefox,POS,Credit,0,681.0,40969.74,0,10,0
TXN_011256,CUST_7862,2025-05-25 11:58:51,9138.0,M208,Grocery,UPI,68.0,Other,Hyderabad,Tablet,0.07911960308244484,47579.99,38441.99,1,2719.86,0.044,Chrome,ATM,Credit,1,703.0,41098.16,0,11,0
TXN_016269,CUST_5647,2025-07-21 01:44:06,3437.09,M704,Fashion,Debit Card,51.0,Female,Mumbai,Desktop,0.0,66791.11,63354.02,0,3158.28,0.823,Chrome,Online,Savings,0,666.0,67032.78,0,1,0
TXN_005922,CUST_4018,2023-08-06 11:50:20,10129.81,M391,Travel,Credit Card,39.0,Male,Chennai,Mobile,0.0,67146.3,57016.49,0,2737.99,0.128,Safari,Online,Current,0,680.0,22293.15,0,11,0
TXN_018254,CUST_1025,2023-07-02 11:36:37,1867.53,M665,Food,Debit Card,18.0,Female,Hyderabad,Tablet,0.0,63693.61,61826.08,2,1496.98,0.829,Edge,Online,Credit,0,583.0,80570.57,1,11,0
TXN_016331,CUST_2908,2025-06-28 01:58:19,620.83,M321,Grocery,Wallet,47.0,Female,Hyderabad,Tablet,0.0,53375.21,52754.38,0,2089.16,0.88,Edge,POS,Savings,0,561.0,46287.5,0,1,0
TXN_001285,CUST_7505,2023-08-12 19:20:46,1185.63,M356,Fashion,Wallet,69.0,Other,Kolkata,Tablet,0.0,34012.07,32826.44,0,2077.96,0.578,Safari,POS,Savings,1,687.0,62875.38,0,19,0
TXN_015963,CUST_9741,2024-08-23 03:11:47,2558.73,M428,Electronics,Credit Card,29.0,Other,Chennai,Tablet,0.0,47858.4,45299.67,3,2251.82,0.424,Safari,ATM,Current,1,644.0,83777.18,1,3,0
TXN_010272,CUST_7094,2024-06-19 01:35:46,1698.67,M513,Grocery,UPI,66.0,Other,Bangalore,Desktop,0.0,48471.37,46772.7,0,2865.42,0.386,Firefox,ATM,Credit,0,636.0,92262.34,0,1,0
TXN_014304,CUST_9185,2025-05-05 07:54:27,600.21,M874,Electronics,Wallet,52.0,Female,Mumbai,Tablet,0.07911960308244484,13481.86,12881.65,1,2897.03,0.587,Edge,Online,Current,0,563.0,47683.13,0,7,0
TXN_014759,CUST_9521,2023-05-31 06:15:43,3859.31,M306,Fuel,UPI,24.0,Female,Mumbai,Tablet,0.0,86489.1,82629.79,1,2229.9,0.504189027931781,Edge,Online,Credit,1,758.0,58440.69,0,6,0
TXN_018605,CUST_9066,2023-11-28 07:33:09,1179.78,M738,Grocery,UPI,42.0,Male,Bangalore,Tablet,0.0,70494.32,69314.54,1,3290.71,0.163,Edge,ATM,Current,0,671.0,19187.47,0,7,0
TXN_003229,CUST_1029,2024-10-02 10:24:04,333.95,M795,Travel,UPI,45.0,Other,Mumbai,Tablet,0.0,60850.27,60516.32,5,2669.41,0.174,Opera,POS,Credit,1,489.0,39509.78,0,10,0
TXN_018248,CUST_7077,2025-05-02 05:48:46,2467.42,M285,Food,Credit Card,59.0,Male,Delhi,Desktop,1.0,69541.67,67074.25,2,2169.88,0.504189027931781,Safari,Online,Savings,0,666.0,67320.43,0,5,0
TXN_012010,CUST_8515,2025-06-06 09:45:00,11625.38,M330,Fashion,Credit Card,39.0,Male,Chennai,Tablet,0.0,42024.57,30399.19,0,3057.36,0.065,Chrome,ATM,Savings,0,814.0,81759.46,0,9,0
TXN_017459,CUST_2305,2024-11-27 09:46:01,3019.95,M145,Electronics,NetBanking,33.0,Female,Chennai,Mobile,0.0,24618.08,24416.75,2,3081.85,0.977,Edge,ATM,Credit,0,577.423304103508,68773.3829585813,0,9,0
TXN_019952,CUST_2168,2025-01-23 11:22:57,9160.38,M178,Fashion,Credit Card,42.0,Other,Delhi,Tablet,0.0,45296.34,36135.96,1,3246.43,0.131,Chrome,Online,Current,0,587.0,43065.47,2,11,0
TXN_011858,CUST_7821,2023-07-31 14:22:38,19858.2,M619,Electronics,Wallet,42.0,Male,Hyderabad,Mobile,0.0,36832.21,35508.33,3,2813.44,0.733,Edge,Online,Current,1,579.478191306724,130381.166723721,2,14,0
TXN_008656,CUST_7628,2024-08-09 05:28:00,1787.58,M935,Fashion,NetBanking,19.0,Other,Delhi,Mobile,0.0,59235.6,57448.02,2,2946.71,0.322,Chrome,POS,Savings,0,646.0,77537.05,0,5,0
TXN_017073,CUST_3623,2025-07-05 00:11:24,2866.7,M709,Food,Wallet,46.0,Other,Mumbai,Tablet,0.0,59403.88,56537.18,2,2848.64,0.65,Firefox,POS,Savings,1,683.0,76278.91,1,0,0
TXN_013434,CUST_7370,2023-09-11 13:10:15,2205.8,M562,Fashion,Debit Card,19.0,Male,Kolkata,Desktop,0.0,67334.18,47099.92270107663,3,2094.27,0.208,Edge,Online,Credit,1,828.0,57743.57,0,13,0
TXN_004092,CUST_5748,2024-09-07 03:30:19,1252.55,M850,Travel,Credit Card,18.0,Female,Mumbai,Mobile,0.0,65927.65,64675.1,0,2047.31,0.613,Opera,ATM,Current,0,815.0,30766.76,0,3,0
TXN_000018,CUST_8560,2024-03-16 16:35:29,4973.43,M625,Fashion,NetBanking,39.0,Male,Mumbai,Tablet,0.0,53777.91,48804.48,0,1986.28,0.011,Opera,ATM,Current,0,758.0,68687.69,0,16,0
TXN_017854,CUST_2287,2024-05-20 10:06:52,1866.71,M428,Fuel,NetBanking,43.59759315950596,Female,Delhi,Tablet,0.0,44213.57,42346.86,1,4266.49,0.515,Edge,ATM,Credit,1,511.0,64123.18,0,10,0
TXN_008712,CUST_6642,2024-11-24 14:44:56,1025.35,M639,Fashion,Wallet,18.0,Male,Delhi,Mobile,0.0,55961.38,54936.03,0,698.01,0.533,Chrome,POS,Credit,0,752.0,58555.29,0,14,0
TXN_019346,CUST_9334,2024-04-30 22:19:43,3150.87,M169,Fashion,Debit Card,43.59759315950596,Other,Bangalore,Desktop,1.0,52172.83,49021.96,0,1577.42,0.156,Edge,Online,Credit,1,602.0,68817.12,0,22,0
TXN_011134,CUST_8207,2023-10-28 01:21:22,3407.8,M829,Electronics,Wallet,43.59759315950596,Male,Hyderabad,Tablet,0.0,68900.46,65492.66,1,3651.96,0.785,Edge,POS,Current,0,842.0,95885.18,0,1,0
TXN_019073,CUST_6019,2025-02-14 21:40:45,1247.32,M603,Food,UPI,27.0,Male,Mumbai,Tablet,0.0,20629.59,19382.27,1,1113.9,0.494,Edge,POS,Current,0,704.0,57194.73,0,21,0
TXN_006462,CUST_8300,2024-06-20 14:25:22,3475.96,M386,Fuel,UPI,38.0,Female,Delhi,Mobile,0.0,66525.38,63049.42,1,2127.75,0.427,Chrome,POS,Current,1,704.0,73143.65,0,14,0
TXN_013069,CUST_8879,2024-02-06 11:13:54,7384.59,M549,Electronics,Wallet,63.0,Male,Bangalore,Mobile,1.0,75630.2,68245.61,2,2758.08,0.677,Firefox,Online,Credit,0,598.0,67059.34,2,11,0
TXN_013389,CUST_3760,2023-01-12 06:25:02,2957.86,M129,Fuel,UPI,21.0,Male,Kolkata,Desktop,0.0,49538.83,46580.97,0,3029.05,0.377,Firefox,POS,Current,0,760.0,93983.3,0,6,0
TXN_010420,CUST_3130,2024-06-17 19:37:27,2458.19,M380,Food,Credit Card,62.0,Male,Chennai,Tablet,0.0,56358.57,53900.38,0,1678.08,0.504189027931781,Edge,POS,Credit,0,606.0,110874.71,0,19,0
TXN_011369,CUST_3766,2024-04-01 13:51:59,1289.97,M703,Fashion,Debit Card,39.0,Female,Kolkata,Desktop,0.0,29175.99,27886.02,1,2052.2,0.93,Edge,Online,Savings,1,771.0,49810.36,0,13,0
TXN_000312,CUST_4450,2025-03-01 19:05:34,245.12,M415,Electronics,Credit Card,34.0,Female,Delhi,Mobile,0.0,33755.74,33510.62,1,3317.53,0.066,Opera,Online,Current,0,630.0,69837.39,2,19,0
TXN_009059,CUST_3291,2023-11-02 11:20:20,745.81,M866,Electronics,UPI,39.0,Female,Kolkata,Desktop,0.0,52831.1,47099.92270107663,3,3019.9,0.301,Edge,ATM,Credit,0,642.0,87695.66,1,11,0
TXN_012521,CUST_3171,2023-09-01 11:01:37,168.25,M692,Fuel,Wallet,41.0,Female,Kolkata,Mobile,0.0,72861.38,72693.13,1,2431.56,0.961,Firefox,ATM,Savings,0,656.0,64514.51,0,11,0
TXN_018747,CUST_6473,2025-04-25 05:54:57,11.8,M874,Fuel,UPI,58.0,Female,Bangalore,Mobile,1.0,69696.27,69684.47,1,2208.55,0.054,Chrome,POS,Current,1,526.0,87869.69,0,5,0
TXN_000018,CUST_8219,2024-08-15 05:59:26,3358.13,M413,Fuel,NetBanking,18.0,Male,Kolkata,Desktop,0.0,75750.28,72392.15,2,3737.59,0.42,Firefox,POS,Savings,1,770.0,44832.87,1,5,0
TXN_011907,CUST_3300,2023-08-06 08:17:49,4541.87,M346,Fuel,NetBanking,66.0,Male,Mumbai,Tablet,0.0,66772.28,62230.41,1,719.36,0.082,Edge,Online,Credit,1,521.0,101724.61,0,8,0
TXN_017750,CUST_5913,2023-02-25 14:33:17,1384.93,M912,Grocery,Credit Card,32.0,Male,Chennai,Tablet,0.0,47691.2,46306.27,5,2260.7,0.463,Firefox,POS,Current,1,591.0,39645.89,0,14,0
TXN_000018,CUST_8141,2025-08-01 20:25:42,487.48,M354,Food,Debit Card,31.0,Male,Hyderabad,Mobile,0.0,63150.13,62662.65,0,2040.23,0.25,Opera,Online,Current,0,717.0,30918.31,0,20,0
TXN_000018,CUST_8113,2024-05-06 04:09:00,9346.89,M918,Grocery,Wallet,57.0,Other,Hyderabad,Desktop,0.0,55432.5,47099.92270107663,0,3503.82,0.474,Safari,ATM,Current,0,708.0,47894.01,0,4,0
TXN_000018,CUST_7183,2023-09-23 08:49:57,3637.51,M617,Fashion,UPI,19.0,Male,Hyderabad,Desktop,0.0,59877.19,56239.68,0,1923.93,0.42,Edge,Online,Savings,0,635.0,83633.86,0,8,0
TXN_006181,CUST_3917,2024-07-11 10:23:17,2700.49,M478,Fuel,Credit Card,39.0,Other,Mumbai,Desktop,0.0,-4.22,47099.92270107663,1,1147.31,0.021,Firefox,Online,Savings,0,727.0,72394.99,0,10,0
TXN_017469,CUST_3866,2024-05-19 19:02:33,12704.83,M102,Fashion,Credit Card,58.0,Other,Mumbai,Tablet,0.0,74975.05,62270.22,1,2758.97,0.874,Safari,ATM,Savings,1,580.0,63943.13,0,19,0
TXN_005953,CUST_8065,2025-07-29 08:41:38,4683.13,M138,Fashion,Wallet,48.0,Female,Bangalore,Mobile,0.0,23339.03,18655.9,1,1981.37,0.028,Edge,POS,Credit,0,702.0,72670.59,0,8,0
TXN_007932,CUST_8437,2025-02-16 11:05:42,4399.27,M781,Electronics,Debit Card,26.0,Female,Delhi,Desktop,1.0,37122.64,32723.37,1,3112.25,0.887,Edge,POS,Credit,0,582.0,97433.39,1,11,0
TXN_016568,CUST_8768,2024-04-06 14:42:41,2809.39,M293,Travel,Debit Card,43.59759315950596,Female,Mumbai,Desktop,0.0,69455.89,66646.5,0,2442.41,0.283,Firefox,Online,Savings,1,642.0,66989.64,0,14,0
TXN_012307,CUST_9724,2023-12-09 01:06:10,2110.3,M597,Travel,Credit Card,27.0,Other,Kolkata,Mobile,0.0,76460.89,74350.59,1,2537.77,0.72,Firefox,ATM,Savings,0,643.0,67655.79,0,1,0
TXN_018544,CUST_1557,2023-06-11 19:05:59,2870.05,M457,Fashion,NetBanking,43.0,Other,Bangalore,Mobile,0.07911960308244484,50532.0,47661.95,0,3056.51,0.095,Firefox,Online,Current,0,664.0,90045.97,0,19,0
TXN_000005,CUST_4657,2024-11-07 10:23:16,508.87,M545,Fashion,Credit Card,66.0,Other,Chennai,Mobile,1.0,57461.82,56952.95,2,4342.04,0.457,Safari,ATM,Current,0,590.0,58052.48,0,10,0
TXN_000534,CUST_5471,2025-09-21 08:22:42,2431.95,M132,Food,Credit Card,39.0,Female,Kolkata,Mobile,0.0,26012.08,23580.13,0,2204.79,0.153,Edge,Online,Credit,0,705.0,31617.71,0,8,0
TXN_017948,CUST_3200,2023-05-17 04:55:47,2559.32,M702,Electronics,Wallet,69.0,Male,Kolkata,Tablet,0.07911960308244484,36060.25,47099.92270107663,1,3316.03,0.368,Chrome,POS,Savings,1,629.0,65181.55,0,4,0
TXN_008619,CUST_7188,2023-07-22 00:43:47,45.34,M359,Fuel,NetBanking,37.0,Male,Hyderabad,Mobile,0.0,22464.25,22418.91,0,3284.53,0.034,Firefox,Online,Credit,0,608.0,42238.66,0,0,0
TXN_000018,CUST_9769,2023-08-28 06:57:12,1544.78,M886,Food,UPI,63.0,Male,Chennai,Mobile,1.0,23430.73,21885.95,2,1930.83,0.647,Edge,ATM,Savings,1,683.0,55999.79,0,6,0
TXN_005449,CUST_1392,2024-01-18 14:17:31,2361.06,M755,Travel,Credit Card,24.0,Male,Kolkata,Tablet,0.0,46226.32,43865.26,1,1909.51,0.158,Edge,POS,Current,1,670.0,67757.43,0,14,0
TXN_008012,CUST_1173,2023-12-03 05:51:49,1783.55,M459,Fashion,Debit Card,58.0,Female,Bangalore,Tablet,0.0,36294.69,34511.14,1,1551.16,0.295,Chrome,Online,Current,0,548.0,55678.13,0,5,0
TXN_014421,CUST_6876,2024-02-02 04:46:55,9053.36,M184,Grocery,UPI,43.59759315950596,Male,Chennai,Mobile,0.07911960308244484,8062.64,47099.92270107663,1,1556.98,0.801,Opera,POS,Credit,0,578.0,56340.22,0,4,0
TXN_018904,CUST_6830,2025-02-21 22:37:13,1964.85,M618,Food,UPI,39.0,Other,Chennai,Tablet,0.0,40363.56,38398.71,1,2440.06,0.208,Opera,POS,Savings,1,589.0,44648.79,0,22,0
TXN_002421,CUST_2674,2023-01-01 21:16:16,523.15,M721,Grocery,UPI,21.0,Other,Hyderabad,Mobile,0.0,43055.75,42532.6,1,2557.29,0.53,Edge,POS,Credit,1,635.0,78068.99,1,21,0
